objectnummer,leeftijd,soort,plantjaar,stamdiameter,hoogte,monumentaal,beplantingssituatie,locatie,eigenaar,stadsdeel,lon,lat
15630,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.926948,52.388817
15631,_0_30,Ulmus `Dodoens`,1940,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.926985,52.386835
15632,_0_30,Ulmus `Dodoens`,1980,0 - 20 cm,,,Klinkers,,Boombeheer,Noord,4.926743,52.410472
15634,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927033,52.388697
15635,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Boombeheer,Noord,4.927028,52.390284
15636,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927062,52.388728
15639,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Boombeheer,Noord,4.927073,52.390632
15640,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927104,52.388554
15641,_0_30,Ulmus `Rebona`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927018,52.397537
15642,_0_30,Ulmus `Dodoens`,1940,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.927134,52.386779
15650,_0_30,Ulmus `New Horizon`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927111,52.397614
15652,_0_30,Ulmus `Dodoens`,1940,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.927239,52.386737
15655,_0_30,Ulmus `Rebona`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927187,52.397686
15658,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927323,52.388472
15659,_0_30,Ulmus,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927133,52.407702
15660,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927169,52.40478
15661,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927178,52.40475
15662,_0_30,Ulmus glabra,1985,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.927332,52.390306
15663,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927362,52.388602
15664,_0_30,Ulmus `New Horizon`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927268,52.397755
15665,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927229,52.40481
15667,_0_30,Ulmus `Dodoens`,1998,0 - 20 cm,,,Tegels,,Boombeheer,Noord,4.927439,52.386662
15668,_0_30,Ulmus x hollandica,,20 - 30 cm,,,,,Begraafplaatsen,Noord,4.92723,52.407102
15670,_0_30,Ulmus `Rebona`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927347,52.397819
15671,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927457,52.388434
15672,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927326,52.404765
15673,_0_30,Ulmus `New Horizon`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927428,52.397898
15674,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927366,52.404891
15677,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927421,52.404706
15679,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927441,52.404937
15680,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927453,52.404923
15681,_0_30,Ulmus `Rebona`,,0 - 20 cm,,,,,Boombeheer,Noord,4.927539,52.397973
15683,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927477,52.404829
15684,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927652,52.388531
15685,_0_30,Ulmus,,0 - 20 cm,,,,,,Noord,4.927669,52.387332
15687,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927499,52.404954
15688,_0_30,Ulmus `Dodoens`,1940,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.927699,52.386564
15689,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927518,52.404978
15690,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92771,52.388421
15691,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927712,52.388516
15693,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.92758,52.404943
15694,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.927768,52.388407
15700,_0_30,Ulmus `Dodoens`,1940,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.927874,52.386494
15702,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927708,52.404849
15703,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.927736,52.404968
15704,_0_30,Ulmus `Dodoens`,1965,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.927865,52.394351
15710,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.92789,52.404947
15713,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928068,52.388342
15715,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928089,52.388336
15717,_0_30,Ulmus glabra,,20 - 30 cm,,,,,Begraafplaatsen,Noord,4.927949,52.405107
15718,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928124,52.388329
15725,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928159,52.388321
15727,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928186,52.388313
15730,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928212,52.388307
15733,_0_30,Ulmus glabra,1985,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.92821,52.390393
15737,_0_30,Ulmus glabra,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.92809,52.404692
15738,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928142,52.404726
15740,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928302,52.391032
15742,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.92833,52.390999
15744,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.92819,52.405077
15745,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928368,52.39104
15748,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.92842,52.391065
15750,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928281,52.40524
15751,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928459,52.388321
15752,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928292,52.40488
15753,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928443,52.391022
15755,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928317,52.404917
15757,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928326,52.4049
15763,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928497,52.391058
15764,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928531,52.388303
15765,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928506,52.391007
15766,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928538,52.388238
15768,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928372,52.404943
15769,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928378,52.405073
15770,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.9284,52.404849
15772,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928554,52.391017
15775,_0_30,Ulmus `Dodoens`,1995,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928567,52.391062
15779,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928449,52.405048
15780,_0_30,Ulmus glabra,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928444,52.406098
15781,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928475,52.40526
15782,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928488,52.405088
15787,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928567,52.405178
15788,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92875,52.388162
15790,_0_30,Ulmus x hol. `Vegeta`,2000,0 - 20 cm,,,Klinkers,,Boombeheer,Noord,4.928607,52.404234
15792,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928622,52.405246
15793,_0_30,Ulmus glabra `Camperdownii`,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928646,52.405441
15795,_0_30,Ulmus x hol. `Vegeta`,1985,0 - 20 cm,,,Klinkers,,Boombeheer,Noord,4.928664,52.404304
15796,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92883,52.388279
15797,_0_30,Ulmus `Dodoens`,2000,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928756,52.396689
15798,_0_30,Ulmus `Dodoens`,2000,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928755,52.396753
15801,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928859,52.388124
15802,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928685,52.405288
15804,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.92869,52.405328
15805,_0_30,Ulmus x hol. `Vegeta`,2000,0 - 20 cm,,,Klinkers,,Boombeheer,Noord,4.928725,52.40437
15806,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928896,52.388211
15807,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928914,52.388305
15811,_0_30,Ulmus x hollandica,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.92876,52.405238
15814,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928966,52.387888
15815,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928966,52.387854
15817,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928978,52.388235
15818,_0_30,Ulmus x hol. `Vegeta`,2000,0 - 20 cm,,,Klinkers,,Boombeheer,Noord,4.928814,52.404159
15821,_0_30,Ulmus `Dodoens`,2000,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.928897,52.396702
15822,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.928993,52.387927
15824,_0_30,Ulmus,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928826,52.405401
15825,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.928979,52.390579
15826,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.928979,52.390591
15827,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92901,52.387837
15828,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929012,52.388226
15830,_0_30,Ulmus,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928851,52.405367
15832,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929042,52.388215
15834,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929046,52.387934
15837,_0_30,Ulmus,,0 - 20 cm,,,,,Begraafplaatsen,Noord,4.928885,52.405405
15838,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929073,52.388208
15839,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929093,52.387923
15842,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929093,52.388197
15844,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92913,52.38819
15845,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92914,52.387908
15851,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929167,52.388182
15852,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929177,52.387781
15854,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929192,52.387896
15856,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929207,52.38817
15858,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929241,52.388161
15859,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929251,52.387879
15861,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929277,52.388153
15863,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929297,52.387868
15865,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92931,52.388144
15868,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929348,52.388136
15869,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92936,52.387856
15876,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.9294,52.388193
15877,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92941,52.387839
15880,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929461,52.387826
15881,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92946,52.388131
15884,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929522,52.387811
15887,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929563,52.387797
15896,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.92965,52.387775
15897,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929685,52.387761
15901,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929771,52.387743
15903,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.929825,52.387719
15911,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930006,52.387557
15913,_0_30,Ulmus glabra `Exoniensis`,1987,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.929923,52.396591
15916,_0_30,Ulmus `Dodoens`,1998,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.930001,52.396722
15917,_0_30,Ulmus glabra `Exoniensis`,1987,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.93002,52.396673
15919,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930152,52.387412
15920,_0_30,Ulmus `Dodoens`,1998,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.93006,52.396782
15923,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.93019,52.387569
15925,_0_30,Ulmus glabra `Exoniensis`,1987,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.930114,52.396754
15926,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930233,52.387475
15931,_0_30,Ulmus glabra `Exoniensis`,1987,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.930191,52.396822
15936,_0_30,Ulmus glabra `Exoniensis`,1987,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.930254,52.396879
15937,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930363,52.387465
15942,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.930348,52.390699
15944,_0_30,Ulmus `Dodoens`,1975,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.930269,52.399102
15952,_0_30,Ulmus x hollandica,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.930386,52.391207
15959,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.930418,52.390698
15963,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.930388,52.39699
15964,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930489,52.387849
15965,_0_30,Ulmus `Dodoens`,1975,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.930381,52.39911
15977,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.93048,52.397065
15985,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.930525,52.397105
15986,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930638,52.387808
15988,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930641,52.387873
15991,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.930566,52.397142
15993,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930688,52.387859
15995,_0_30,Ulmus `Dodoens`,1995,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.930613,52.399124
15996,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.93076,52.387776
16002,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930794,52.387837
16003,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930817,52.387695
16007,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930868,52.387749
16010,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.930729,52.402953
16012,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930897,52.387739
16013,_0_30,Ulmus x hol. `Vegeta`,1980,20 - 30 cm,,,Halfverharding,,Vastgoed,Noord,4.930881,52.390788
16014,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.93093,52.387732
16016,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.930959,52.387724
16018,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.93099,52.387714
16024,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.930894,52.402902
16026,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.930995,52.397435
16027,_0_30,Ulmus `Lobel`,2000,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931132,52.385372
16030,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.931066,52.397474
16035,_0_30,Ulmus `Lobel`,2000,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931267,52.385502
16039,_0_30,Ulmus glabra `Exoniensis`,1987,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.931167,52.397542
16042,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931371,52.387423
16044,_0_30,Ulmus `Lobel`,2000,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931404,52.385638
16054,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931508,52.387319
16058,_0_30,Ulmus `Lobel`,2000,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931541,52.385765
16063,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931572,52.387582
16064,_0_30,Ulmus `Dodoens`,1985,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931458,52.399938
16067,_0_30,Ulmus x hol. `Vegeta`,1971,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.931528,52.395268
16069,_0_30,Ulmus `Dodoens`,1975,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.93152,52.399909
16070,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931648,52.387582
16073,_0_30,Ulmus `Lobel`,2000,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931682,52.3859
16074,_0_30,Ulmus,,0 - 20 cm,,,,,,Noord,4.931637,52.391365
16076,_0_30,Ulmus x hol. `Commelin`,1975,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931562,52.399864
16083,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931785,52.386893
16084,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.93178,52.387582
16085,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931781,52.387487
16087,_0_30,Ulmus x hol. `Commelin`,1975,20 - 30 cm,,,Klinkers,,Boombeheer,Noord,4.931668,52.399871
16092,_0_30,Ulmus x hol. `Vegeta`,1990,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.931607,52.40737
16094,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931833,52.386882
16095,_0_30,Ulmus x hol. `Vegeta`,1980,20 - 30 cm,,,Gras,,Vastgoed,Noord,4.931795,52.390715
16097,_0_30,Ulmus x hol. `Vegeta`,1980,20 - 30 cm,,,Gras,,Vastgoed,Noord,4.931814,52.390717
16098,_0_30,Ulmus x hol. `Vegeta`,2003,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.931752,52.398071
16103,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.931949,52.386806
16104,_0_30,Ulmus `Dodoens`,1955,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.931959,52.386171
16108,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.93199,52.387455
16111,_0_30,Ulmus x hol. `Vegeta`,1971,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.931955,52.395042
16114,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.932092,52.386993
16115,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.932091,52.387411
16118,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.932234,52.387179
16139,_0_30,Ulmus,,0 - 20 cm,,,,,Particulier,Noord,4.932514,52.38743
16150,_0_30,Ulmus x hol. `Vegeta`,2000,0 - 20 cm,,,Heesters,,Boombeheer,Noord,4.932594,52.395189
16152,_0_30,Ulmus x hol. `Vegeta`,1971,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.932601,52.394853
16155,_0_30,Ulmus x hol. `Vegeta`,1971,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.932661,52.39483
16210,_0_30,Ulmus `Lobel`,1990,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.933505,52.397596
16212,_0_30,Ulmus,,0 - 20 cm,,,,,,Noord,4.933582,52.391796
16218,_0_30,Ulmus,,0 - 20 cm,,,,,,Noord,4.933618,52.391792
16223,_0_30,Ulmus,,0 - 20 cm,,,,,,Noord,4.933672,52.391789
16244,_0_30,Ulmus,,0 - 20 cm,,,,,,Noord,4.933946,52.391416
16279,_0_30,Ulmus `Dodoens`,2009,0 - 20 cm,,,,,Boombeheer,Noord,4.934377,52.393361
16286,_0_30,Ulmus `Dodoens`,,0 - 20 cm,,,,,Boombeheer,Noord,4.934487,52.393224
16296,_0_30,Ulmus x hol. `Vegeta`,1970,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.934539,52.398783
16340,_0_30,Ulmus `Clusius`,2000,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.935245,52.393389
16352,_0_30,Ulmus `Clusius`,2000,0 - 20 cm,,,Gras,,Boombeheer,Noord,4.935545,52.393482
16376,_0_30,Ulmus x hol. `Vegeta`,1990,0 - 20 cm,,,Heesters,,Sport,Noord,4.936282,52.389415
16380,_0_30,Ulmus x hol. `Vegeta`,1990,0 - 20 cm,,,Heesters,,Sport,Noord,4.936322,52.389615
16395,_0_30,Ulmus `Dodoens`,,0 - 20 cm,,,,,Boombeheer,Noord,4.936458,52.397546
16415,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.936787,52.389839
16416,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.936799,52.389834
16417,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.936799,52.389841
16420,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.936812,52.389826
16422,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.936818,52.389836
16436,_0_30,Ulmus x hol. `Vegeta`,1980,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.93684,52.402015
16446,_0_30,Ulmus,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.936911,52.40399
16452,_0_30,Ulmus speciosa,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.936976,52.404621
16459,_0_30,Ulmus,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937019,52.403859
16465,_0_30,Ulmus x hol. `Vegeta`,1990,0 - 20 cm,,,Heesters,,Sport,Noord,4.937216,52.389095
16466,_0_30,Ulmus,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937078,52.403905
16468,_0_30,Ulmus x hol. `Vegeta`,1990,0 - 20 cm,,,Heesters,,Sport,Noord,4.93724,52.389067
16470,_0_30,Ulmus `Lobel`,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937104,52.40446
16473,_0_30,Ulmus speciosa,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937146,52.404613
16484,_0_30,Ulmus speciosa,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937254,52.404601
16485,_0_30,Ulmus `Clusius`,,0 - 20 cm,,,,,Boombeheer,Noord,4.937332,52.397078
16489,_0_30,Ulmus speciosa,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937315,52.404529
16494,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.937548,52.389592
16495,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.937593,52.389577
16497,_0_30,Ulmus x hol. `Vegeta`,1985,20 - 30 cm,,,Heesters,,Boombeheer,Noord,4.937626,52.389565
16499,_0_30,Ulmus x hol. `Groeneveld`,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937486,52.404701
16509,_0_30,Ulmus `Lobel`,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937628,52.404703
16514,_0_30,Ulmus `Lobel`,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.937675,52.404617
16515,_0_30,Ulmus `Dodoens`,,0 - 20 cm,,,,,Boombeheer,Noord,4.937777,52.395818
16518,_0_30,Ulmus `Lobel`,1989,20 - 30 cm,,,Gras,,Boombeheer,Noord,4.93774,52.404704
